 0.2378 1.21071 1.60599 1.07889 0.57125 0.0316258
 0.440013 1.42744 1.8935 1.27203 0.902708 0.0372874
 0.36976 1.5819 2.09838 1.40967 1.97557 0.041322
 0.150909 1.62754 2.15893 1.45035 4.55008 0.0425143
 0.0727496 1.62395 2.15416 1.44714 5.49727 0.0424205
 0.0771682 1.64029 2.17583 1.4617 2.72298 0.0428472
 0.129329 1.67301 2.21924 1.49086 1.00296 0.043702
 0.167444 1.67627 2.22357 1.49377 0.602511 0.0437872
 0.142589 1.64235 2.17857 1.46354 0.662349 0.042901
 0.123239 1.61639 2.14413 1.44041 0.774842 0.042223
 0.140823 1.63066 2.16306 1.45312 0.634291 0.0425958
 0.160147 1.65837 2.19981 1.47781 0.435785 0.0433195
 0.132626 1.63774 2.17245 1.45943 0.379937 0.0427806
 0.100475 1.53845 2.04075 1.37095 0.446707 0.0401871
 0.114136 1.38752 1.84054 1.23646 0.535809 0.0362446
 0.205861 1.22852 1.62963 1.09477 0.561876 0.0320911
 0.2378 1.21071 1.60599 1.07889 0.57125 0.0316258
 0.440013 1.42744 1.8935 1.27203 0.902708 0.0372874
 0.36976 1.5819 2.09838 1.40967 1.97557 0.041322
 0.150909 1.62754 2.15893 1.45035 4.55008 0.0425143
 0.0727496 1.62395 2.15416 1.44714 5.49727 0.0424205
 0.0771682 1.64029 2.17583 1.4617 2.72298 0.0428472
 0.129329 1.67301 2.21924 1.49086 1.00296 0.043702
 0.167444 1.67627 2.22357 1.49377 0.602511 0.0437872
 0.142589 1.64235 2.17857 1.46354 0.662349 0.042901
 0.123239 1.61639 2.14413 1.44041 0.774842 0.042223
 0.140823 1.63066 2.16306 1.45312 0.634291 0.0425958
 0.160147 1.65837 2.19981 1.47781 0.435785 0.0433195
 0.132626 1.63774 2.17245 1.45943 0.379937 0.0427806
 0.100475 1.53845 2.04075 1.37095 0.446707 0.0401871
 0.114136 1.38752 1.84054 1.23646 0.535809 0.0362446
 0.205861 1.22852 1.62963 1.09477 0.561876 0.0320911
 0.2378 1.21071 1.60599 1.07889 0.57125 0.0316258
 0.440013 1.42744 1.8935 1.27203 0.902708 0.0372874
 0.36976 1.5819 2.09838 1.40967 1.97557 0.041322
 0.150909 1.62754 2.15893 1.45035 4.55008 0.0425143
 0.0727496 1.62395 2.15416 1.44714 5.49727 0.0424205
 0.0771682 1.64029 2.17583 1.4617 2.72298 0.0428472
 0.129329 1.67301 2.21924 1.49086 1.00296 0.043702
 0.167444 1.67627 2.22357 1.49377 0.602511 0.0437872
 0.142589 1.64235 2.17857 1.46354 0.662349 0.042901
 0.123239 1.61639 2.14413 1.44041 0.774842 0.042223
 0.140823 1.63066 2.16306 1.45312 0.634291 0.0425958
 0.160147 1.65837 2.19981 1.47781 0.435785 0.0433195
 0.132626 1.63774 2.17245 1.45943 0.379937 0.0427806
 0.100475 1.53845 2.04075 1.37095 0.446707 0.0401871
 0.114136 1.38752 1.84054 1.23646 0.535809 0.0362446
 0.205861 1.22852 1.62963 1.09477 0.561876 0.0320911
 0.283499 1.17717 1.59382 1.09576 0.353103 0.0149482
 0.412051 1.40823 1.90665 1.31083 0.693307 0.0178822
 0.340192 1.5779 2.13638 1.46878 1.87776 0.0200369
 0.164792 1.61853 2.19139 1.5066 4.93584 0.0205528
 0.0879549 1.57656 2.13456 1.46752 5.86936 0.0200198
 0.0839112 1.54209 2.08789 1.43544 2.7011 0.0195821
 0.119671 1.55194 2.10123 1.44461 1.04468 0.0197072
 0.153048 1.58098 2.14054 1.47164 0.746443 0.0200759
 0.143769 1.59027 2.15312 1.48028 0.856832 0.0201938
 0.123791 1.57579 2.13352 1.46681 0.752324 0.0200101
 0.119699 1.56519 2.11917 1.45695 0.401599 0.0198755
 0.119238 1.57272 2.12936 1.46395 0.241414 0.019971
 0.108571 1.57025 2.12602 1.46166 0.288186 0.0199397
 0.105802 1.50689 2.04023 1.40267 0.501587 0.0191351
 0.144686 1.36568 1.84904 1.27123 0.593425 0.0173419
 0.273528 1.18919 1.61009 1.10695 0.398208 0.0151008
 0.271624 1.14253 1.57422 1.07323 0.511891 0.0234845
 0.497284 1.34492 1.85307 1.26334 0.858143 0.0276444
 0.416606 1.48617 2.04769 1.39602 2.05746 0.0305478
 0.166496 1.52468 2.10075 1.43219 5.13052 0.0313393
 0.0750023 1.52009 2.09444 1.42789 6.17009 0.0312451
 0.0731057 1.53579 2.11606 1.44263 2.87296 0.0315677
 0.118661 1.5632 2.15383 1.46838 1.04751 0.0321312
 0.15787 1.55945 2.14867 1.46486 0.663378 0.0320542
 0.134108 1.5281 2.10547 1.43541 0.701321 0.0314096
 0.105055 1.52293 2.09834 1.43055 0.640656 0.0313034
 0.107287 1.57359 2.16814 1.47814 0.385444 0.0323446
 0.127019 1.63547 2.25341 1.53627 0.247692 0.0336167
 0.133134 1.61691 2.22784 1.51883 0.278824 0.0332352
 0.131079 1.47349 2.03022 1.38411 0.433631 0.0302871
 0.161914 1.25319 1.72669 1.17718 0.490941 0.025759
 0.263845 1.03071 1.42015 0.96819 0.345298 0.021186
 0.259506 1.12272 1.43909 0.987182 0.483587 0.0230191
 0.376692 1.41636 1.81548 1.24537 1.00742 0.0290396
 0.314721 1.63486 2.09555 1.43749 2.29608 0.0335194
 0.158726 1.69807 2.17657 1.49307 4.45905 0.0348154
 0.0906106 1.68825 2.16399 1.48444 4.73553 0.0346141
 0.091857 1.69737 2.17568 1.49246 2.46025 0.0348011
 0.132992 1.70983 2.19164 1.50341 0.974 0.0350565
 0.166019 1.67215 2.14335 1.47028 0.530242 0.034284
 0.15519 1.60717 2.06006 1.41315 0.472328 0.0329518
 0.141782 1.58807 2.03558 1.39635 0.506431 0.0325601
 0.149761 1.6279 2.08663 1.43138 0.46376 0.0333768
 0.153122 1.6511 2.11636 1.45177 0.359055 0.0338523
 0.127854 1.58995 2.03799 1.39801 0.294356 0.0325988
 0.106856 1.4858 1.90449 1.30643 0.292946 0.0304633
 0.12755 1.42256 1.82342 1.25082 0.333733 0.0291666
 0.219999 1.41471 1.81337 1.24392 0.393106 0.0290057
 0.1953 1.18105 1.63185 1.03395 0.384274 0.0185622
 0.425972 1.3992 1.93328 1.22493 0.911976 0.0219909
 0.375039 1.56254 2.15897 1.36793 2.20342 0.0245581
 0.144589 1.61909 2.23709 1.41743 4.33208 0.0254468
 0.0671923 1.61388 2.2299 1.41287 4.89698 0.0253649
 0.0740162 1.61059 2.22535 1.40999 2.91427 0.0253132
 0.127972 1.61863 2.23646 1.41703 1.27449 0.0254395
 0.159031 1.61805 2.23566 1.41652 0.653192 0.0254304
 0.131278 1.612 2.2273 1.41123 0.474977 0.0253354
 0.125674 1.62006 2.23844 1.41829 0.42095 0.0254621
 0.174379 1.63017 2.25241 1.42714 0.370329 0.025621
 0.216587 1.59668 2.20613 1.39781 0.320255 0.0250945
 0.158628 1.50665 2.08173 1.31899 0.308509 0.0236795
 0.0995874 1.41345 1.95297 1.23741 0.349493 0.0222148
 0.110297 1.37384 1.89824 1.20273 0.434158 0.0215923
 0.234496 1.38616 1.91526 1.21351 0.547222 0.0217859
 0.201042 1.31078 1.60669 1.03376 0.237645 0.0187459
 0.386667 1.57895 1.93541 1.24526 0.701122 0.0225812
 0.323281 1.74145 2.13459 1.37341 2.20029 0.0249051
 0.122348 1.73573 2.12758 1.3689 5.04927 0.0248233
 0.0524213 1.68071 2.06014 1.32551 4.84444 0.0240364
 0.0516013 1.69935 2.08299 1.34021 1.90282 0.024303
 0.0912627 1.78839 2.19213 1.41044 0.630162 0.0255764
 0.142317 1.84865 2.26599 1.45796 0.38308 0.0264381
 0.149966 1.81436 2.22397 1.43092 0.453195 0.0259478
 0.142637 1.73898 2.13157 1.37147 0.581968 0.0248698
 0.149325 1.71042 2.09656 1.34894 0.515303 0.0244613
 0.139696 1.74142 2.13455 1.37339 0.363267 0.0249046
 0.101224 1.75421 2.15023 1.38348 0.305898 0.0250875
 0.0824809 1.6526 2.02568 1.30334 0.342478 0.0236344
 0.127157 1.42892 1.75151 1.12694 0.408098 0.0204355
 0.357561 1.16942 1.43343 0.922278 0.445131 0.0167243
 0.23811 1.34856 1.64776 1.16917 0.772975 0.0191388
 0.368245 1.55655 1.90189 1.3495 0.729474 0.0220905
 0.256266 1.72006 2.10167 1.49125 1.38561 0.024411
 0.0926394 1.77947 2.17427 1.54276 4.00342 0.0252542
 0.0470444 1.74626 2.13369 1.51397 5.94225 0.0247829
 0.0618026 1.67925 2.05182 1.45587 2.6248 0.0238319
 0.128381 1.62744 1.9885 1.41095 0.703296 0.0230965
 0.176294 1.61313 1.97102 1.39855 0.344936 0.0228935
 0.137442 1.63814 2.00158 1.42023 0.391383 0.0232484
 0.10843 1.68079 2.0537 1.45721 0.521847 0.0238537
 0.125119 1.6944 2.07032 1.46901 0.479353 0.0240468
 0.153518 1.6401 2.00398 1.42193 0.378517 0.0232762
 0.133611 1.53561 1.87631 1.33134 0.387561 0.0217934
 0.101178 1.44453 1.76502 1.25238 0.44233 0.0205008
 0.114703 1.41222 1.72554 1.22437 0.339334 0.0200422
 0.212139 1.42924 1.74634 1.23912 0.161335 0.0202838
 0.200585 1.42841 1.74905 1.18543 0.769724 0.0290414
 0.33986 1.61216 1.97405 1.33793 0.903367 0.0327774
 0.282372 1.7259 2.11331 1.43232 1.72183 0.0350897
 0.120052 1.73634 2.1261 1.44099 3.98607 0.0353021
 0.057901 1.70665 2.08974 1.41634 4.79042 0.0346984
